Sample.Name	Median.Number.of.Roots	Maximum.Number.of.Roots	Number.of.Root.Tips	Total.Root.Length.px	Depth.px	Maximum.Width.px	Width-to-Depth.Ratio	Network.Area.px2	Convex.Area.px2	Solidity	Lower.Root.Area.px2	Average.Diameter.px	Median.Diameter.px	Maximum.Diameter.px	Perimeter.px	Volume.px3	Surface.Area.px2	Holes	Average.Hole.Size.px2	Computation.Time.s	Average.Root.Orientation.deg	Shallow.Angle.Frequency	Medium.Angle.Frequency	Steep.Angle.Frequency	Root.Length.Diameter.Range.1.px	Root.Length.Diameter.Range.2.px	Root.Length.Diameter.Range.3.px	Projected.Area.Diameter.Range.1.px2	Projected.Area.Diameter.Range.2.px2	Projected.Area.Diameter.Range.3.px2	Surface.Area.Diameter.Range.1.px2	Surface.Area.Diameter.Range.2.px2	Surface.Area.Diameter.Range.3.px2	Volume.Diameter.Range.1.px3	Volume.Diameter.Range.2.px3	Volume.Diameter.Range.3.px3
d2-18-2-325	2	30	1147	85281.79323	3405	2623	0.770338	2163171	5557156.5	0.389259	2163171	64.842751	31.304953	766.874146	77236.46207	1032172581	17697587.48	297	1867.585859	0.943	45.923489	0.298907	0.350115	0.350978	375.261977	2468.532322	82437.99893	750.523953	9511.907274	5622970.462	2357.840538	29914.35918	17665315.28	1178.920269	29685.2005	1032141717
d2-18-2-335	5	19	1185	69749.49166	3648	2978	0.816338	1373256	6740670	0.203727	1328495	36.423483	28.071337	383.019592	70332.99	152220303.5	8088241.785	241	3007.896266	0.95	47.71963	0.272663	0.351385	0.375952	266.350288	2021.523087	67461.61828	532.700577	7804.06538	2566008.565	1673.528219	24531.2441	8062037.013	836.764109	24340.77289	152195126
d2-18-2-337	4	18	601	42351.21772	2344	2129	0.908276	981115	3162987	0.310186	846612	52.926976	28	382.753174	40608.93814	244724376.7	7206941.295	133	1144.781955	0.523	47.217832	0.292038	0.346479	0.361483	176.710678	1783.954544	40390.5525	353.421356	7084.370935	2286592.074	1110.305936	22270.25732	7183560.732	555.152968	22637.5066	244701184
d2-18-2-338	5	27	974	80181.07505	2644	3044	1.151286	2280678	5783362	0.394352	2078642	72.246548	36.055511	594.084167	67682.78531	989926799.8	18818159.58	256	1844.0625	0.87	47.348328	0.271943	0.372892	0.355164	326.249783	2104.464212	77750.36106	652.499567	8120.458104	5981082.332	2049.887845	25539.27078	18790570.42	1024.943923	25304.72525	989900470.1
d2-18-2-340	5	17	1277	56910.04672	3648	3700	1.014254	935774	6726566	0.139116	935388	29.966434	24.331051	336.689758	60954.14289	84390613.31	5458943.531	166	1740.873494	1.055	44.429894	0.351632	0.303294	0.345074	446.546248	2487.60844	53975.89203	881.435642	9587.598482	1726902.072	2769.111736	30120.32896	5426054.091	1384.555868	29843.45992	84359385.29
d2-19-2-351	8	31	1046	105739.2706	3117	3249	1.042348	3537911	7353999	0.481087	2765993	86.002585	39.293766	940.136169	86370.69583	2184753254	29396012.69	398	1426.251256	1.123	46.863123	0.30335	0.313531	0.383119	306.663997	2069.434775	103363.1718	602.014285	8068.025026	9348095.329	1891.283656	25355.33392	29368766.08	945.641828	25359.4561	2184726949
d2-19-2-354	9	21	924	48910.52536	1968	2257	1.14685	825289	3289560	0.250881	825289	34.603872	22.090721	429.161987	51883.55516	132931885.9	5412808.205	185	2280.405405	0.498	46.369124	0.302182	0.336323	0.361495	303.936075	2385.265294	46221.324	607.87215	9362.967099	1712776.782	1909.68668	29414.62866	5381483.889	954.84334	29551.61416	132901379.5
d2-19-2-355	5	17	481	32942.55719	1786	2607	1.459686	731086	2804633	0.260671	675031	48.876195	25.612497	368.911926	33183.93901	160799975.6	5115321.987	111	1237.324324	0.508	42.5854	0.325377	0.416632	0.257991	174.610173	1091.38391	31676.56311	349.220346	4184.950507	1623717.064	1097.108074	13147.40977	5101077.469	548.554037	12951.79017	160786475.2
d2-19-2-357	7	20	1306	75274.7993	3090	2368	0.766343	1598279	5545366.5	0.288219	1388576	49.694008	28.284271	555.009888	67538.63848	498488334.1	12204106.36	306	1042.496732	0.798	45.411919	0.30164	0.360189	0.338171	513.27417	3509.477631	71252.0475	1026.54834	13636.39412	3869911.583	3224.996723	42854.04522	12158027.32	1612.498362	42710.2646	498444011.4
d2-19-2-360	4	17	533	35014.03778	2545	2881	1.132024	869168	3521945.5	0.246786	650875	63.471931	27.202942	563.169617	36385.80473	364421333.3	6923750.382	74	915.932432	0.663	43.709695	0.280511	0.463512	0.255977	184.994949	1159.094588	33669.94824	369.989899	4509.715136	2198904.211	1162.357548	14167.68794	6908420.336	581.178774	14134.82175	364406617.3
